18禁	18禁 🔞
自然	自然 🔥 💧 🌬️ 🫧 ☀️ 🌤️ ⛅️ 🌦️ 🌥️ ☁️ 🌨️ 🌧️ 🌩️ ⛈️ ❄️ 💨 🌪️ 🌫️ 🌊 🧊 🪨 自然 🌃 🌃 🌄 🌅 🌆 🌇 🌈 🌉 🌋 🌌
自然風光	自然風光 🏞️
自由	自由 🆓
自由女神	自由女神 🗽 自由女神 🗽️ 自由女神 🗽
自由女神像	自由女神像 🗽
自由泳	自由泳 🏊🏻
自由泳女	自由泳女 🏊🏻‍♀️
自由泳男	自由泳男 🏊🏻‍♂️
自行车	自行车 🚲 自行车 🚲️ 自行车 🚲
臭美	臭美 (o≖◡≖)
臭鼬	臭鼬 🦨 臭鼬 🦨 臭鼬 🦨
至	至 ~ ～ ㉃
致命	致命 ☠️
致敬	致敬 🫡 致敬 🫡 致敬 🫡 ∠(°ゝ°） (`ー´)7
臺式機	臺式機 🖥️
臺曆	臺曆 📆️
臺灣	臺灣 🇹🇼
舉起拳头	舉起拳头 ✊🏻️
舉重	舉重 🏋🏻️
舉重女	舉重女 🏋🏻‍♀️
舉重男	舉重男 🏋🏻‍♂️
舉鐵	舉鐵 🏋🏻️
舉鐵女	舉鐵女 🏋🏻‍♀️
舉鐵男	舉鐵男 🏋🏻‍♂️
舊屋	舊屋 🏚️
舊房子	舊房子 🏚️
舌	舌 👅 舌 👅️ 舌 👅 😛 😜 😝
舌头	舌头 👅 舌头 👅️ 舌头 👅 😛 😜 😝
舒服	舒服 ☺️
舞	舞 💃🏻️
舞动的心	舞动的心 💞
舞動之心	舞動之心 💞️
舞原圣	舞原圣 舞原聖
舞女	舞女 💃 舞女 💃🏻️
舞娘	舞娘 💃🏻️
舞廳	舞廳 🪩
舞男	舞男 🕺🏻
舞者	舞者 🕺
舞蹈	舞蹈 💃🏻️
航班起飞	航班起飞 🛫
航班降落	航班降落 🛬
舵	舵 ☸️
船	船 🚢 船 🚢 ⛴️ 🛳️ 🛥️ 🚤 ⛵️ 🛶 ⚓️ 船 ⛵ 🚤 🛳 ⛴ 🛥 🚢 ⛵️ 🛶 ⚓️ 𓊛
船塢	船塢 ⚓️
船帆	船帆 ⛵️
船锚	船锚 ⚓
船长	船长 🧑🏻‍✈️
船长女	船长女 👩🏻‍✈️
船长男	船长男 👨🏻‍✈️
艦长	艦长 🧑🏻‍✈️
艦长女	艦长女 👩🏻‍✈️
艦长男	艦长男 👨🏻‍✈️
艮	艮 ☶
良音荠	良音荠 良音なずな
色	色 😍
色士風	色士風 🎷️
色子	色子 🎲 色子 🎲️ 色子 🎲 ⚀ ⚁ ⚂ ⚃ ⚄ ⚅
色拉	色拉 🥗
艸部	艸部 艹
艺术	艺术 🎨
艺术家	艺术家 👨‍🎨 👩‍🎨
艾普西隆	艾普西隆 epsilon ε Ε
艾米	艾米 Amy
节	节 §
节气	节气 冬至 小寒 大寒 立春 雨水 惊蛰 春分 清明 谷雨 立夏 小满 芒种 夏至 小暑 大暑 立秋 处暑 白露 秋分 寒露 霜降 立冬 小雪 大雪
芒果	芒果 🥭 芒果 🥭 芒果 🥭
芙蓉	芙蓉 🌺 芙蓉 🌺️
芙蓉花	芙蓉花 🌺
芜菁	芜菁 🫜
芝士	芝士 🧀
芝士火鍋	芝士火鍋 🫕
芝士火锅	芝士火锅 🫕
芦名尤莉亚	芦名尤莉亚 芦名ユリア
芬兰	芬兰 🇫🇮 芬兰 🇫🇮
芬兰共和国	芬兰共和国 🇫🇮
芬蘭	芬蘭 🇫🇮
芭蕾	芭蕾 🩰
芭蕾舞	芭蕾舞 🩰
芭蕾舞鞋	芭蕾舞鞋 🩰
芭蕾鞋	芭蕾鞋 🩰
花	花 🌷 花 🌸 🌺 🌼 🌻 🌷 🌹 💐 🥀 🪷 🪻 花 💐 🌸 💮 🏵 🌹 🥀 🌺 🌻 🌼 🌷 🪻 ꧁ ꧂ ࿆ ⚜️
花園	花園 ⛲️
花園房	花園房 🏡️
花大姐	花大姐 🐞
花扑克牌	花扑克牌 🎴
花札	花札 🎴
花朵	花朵 🌼
花束	花束 💐 花束 💐️ 花束 💐
花栗鼠	花栗鼠 🐿
花椰菜	花椰菜 🥦 花椰菜 🥦 花椰菜 🥦
花泽日葵	花泽日葵 花沢ひまり 木下日葵 木下ひまり
花狩舞	花狩舞 花狩まい
花瓶	花瓶 🏺️
花生	花生 🥜 花生 🥜 花生 🥜
花痴	花痴 😍
花痴猫	花痴猫 😻
花痴猫脸	花痴猫脸 😻
花痴的猫	花痴的猫 😻
花盆	花盆 🪴
花结	花结 🏵
花菜	花菜 🥦
花豹	花豹 🐆
花钱	花钱 💸
花饰	花饰 🏵
花鼠	花鼠 🐿
芽森滴	芽森滴 芽森しずく
苍井空	苍井空 蒼井そら
苍蝇	苍蝇 🪰 苍蝇 🪰 𓆦
苏丹	苏丹 🇸🇩 苏丹 🇸🇩
苏丹共和国	苏丹共和国 🇸🇩
苏格兰	苏格兰 🏴󠁧󠁢󠁳󠁣󠁴󠁿
苏里南	苏里南 🇸🇷
苏里南共和国	苏里南共和国 🇸🇷
苗	苗 🌱️
苞米	苞米 🌽 苞米 🌽 🫔
若宫穗乃	若宫穗乃 若宮穂乃
苦恼	苦恼 (-'`-;)
苦涩	苦涩 [苦涩]
苦笑	苦笑 😅
苯	苯 ⌬ ⏣
苯环	苯环 ⌬ ⏣ 苯环 ⌬ ⏣
英伦	英伦 🇬🇧
英国	英国 🇬🇧 英国 🇬🇧 英国 🇬🇧 大不列颠及北爱尔兰联合王国
英寸	英寸 吋
英属印度洋领地	英属印度洋领地 🇮🇴
英属维尔京群岛	英属维尔京群岛 🇻🇬
英屬印度洋领地	英屬印度洋领地 🇮🇴
英屬維京羣岛	英屬維京羣岛 🇻🇬
英屬維爾京羣岛	英屬維爾京羣岛 🇻🇬
英式橄榄球	英式橄榄球 🏉
英式足球	英式足球 ⚽
英文	英文 🔠 🔡
英文大写	英文大写 🔠
英文小写	英文小写 🔡
英文鍵盤	英文鍵盤 🔤️
英标	英标 , . ? ! : ; … ~ _ - " "" ' / @ * + ( ) () < > <> { } {} [ ] [] = % & $ | \ ♀ ♂ # ¥ £ ¢ € ^ `
英格兰	英格兰 🏴󠁧󠁢󠁥󠁮󠁧󠁿
英格蘭	英格蘭 🏴󠁧󠁢󠁥󠁮󠁧󠁿
英聯邦	英聯邦 🇬🇧
英语	英语 🔠 🔡
英里	英里 ㏕
英鎊	英鎊 💷️
英镑	英镑 £ 💷 英镑 💷 ￡
英镑钞票	英镑钞票 💷
英雄	英雄 🦸🏻
英雄女	英雄女 🦸🏻‍♀️
英雄男	英雄男 🦸🏻‍♂️
苹果	苹果 🍎 🍏 苹果 🍎 🍏 
茄	茄 🍆️
茄子	茄子 🍆 茄子 🍆️ 茄子 🍆
茅利塔尼亞	茅利塔尼亞 🇲🇷
茅屋	茅屋 🛖 茅屋 🛖
茅房	茅房 🚾️ 🛖
茅舍	茅舍 🛖 茅舍 🛖
茅草屋	茅草屋 🛖
茅草房	茅草房 🛖
茈花	茈花 🎇️
茫然	茫然 😳️
茶	茶 🍵 茶 🍵️ 茶 🍵
茶壶	茶壶 🫖 茶壶 🫖
茶壺	茶壺 🫖
茶杯	茶杯 🍵 茶杯 🍵
茶水	茶水 🍵
草	草 🌿️
草㡌	草㡌 👒️
草地曲棍球	草地曲棍球 🏑️
草头	草头 艹
草字头	草字头 艹
草屋	草屋 🛖 草屋 🛖
草木灰	草木灰 K₂CO₃
草本植物	草本植物 🌿
草泥马	草泥马 🦙 草泥马 🦙
草舍	草舍 🛖
草花	草花 ♣️
草药	草药 🌿
草莓	草莓 🍓 草莓 🍓️ 草莓 🍓
草藥	草藥 🌿️
荒宅	荒宅 🏚
荒岛	荒岛 🏝
荒漠	荒漠 🏜 荒漠 🏜️
荣川乃亚	荣川乃亚 栄川乃亜
药	药 💊
药丸	药丸 💊 药丸 💊
药草	药草 🌿 药草 🌿
荷兰	荷兰 🇳🇱 荷兰 🇳🇱
荷包	荷包 👝
荷包蛋	荷包蛋 🍳️
荷属加勒比区	荷属加勒比区 🇧🇶
荷属圣马丁	荷属圣马丁 🇸🇽
荷屬沙巴	荷屬沙巴 🇧🇶
荷屬聖马丁	荷屬聖馬丁 🇸🇽
荷屬阿魯巴	荷屬阿魯巴 🇦🇼
荷花	荷花 🪷 荷花 🪷
荷蘭	荷蘭 🇳🇱
莎丽	莎丽 🥻
莫三比克	莫三比克 🇲🇿
莫妮卡	莫妮卡 Monica
莫桑比克	莫桑比克 🇲🇿 莫桑比克 🇲🇿 莫桑比克 🇲🇿
莫桑比克共和国	莫桑比克共和国 🇲🇿
莱索托	莱索托 🇱🇸 莱索托 🇱🇸
莱索托王国	莱索托王国 🇱🇸
莱纳德	莱纳德 Leonard
莲实克蕾儿	莲实克蕾儿 蓮実クレア
莲花	莲花 🪷 莲花 🪷 ࿆
莲花坐	莲花坐 🧘‍♂️ 🧘‍♀️
莲花坐的人	莲花坐的人 🧘‍♂️ 🧘‍♀️
获胜	获胜 ヾ(￣ー￣)X(^▽^)ゞ
菅野松雪	菅野松雪 菅野さゆき
菊	菊 🌼️ 菊 🀥
菊花	菊花 🌼️
菌	菌 🍄‍🟫 🍄️
菌類	菌類 🍄️
菜	菜 🍅 🍆 🥒 🥕 🌶️ 🥦 🥗 🥬 🫒 🫑 🫘 🫛 菜 🥬 🍅 🍆 🥒 🥕 🌶 🥦 🥗
菜刀	菜刀 🔪 菜刀 🔪️ 菜刀 🔪
菜椒	菜椒 🫑
菜篮	菜篮 🧺
菜篮子	菜篮子 🧺
菜籃	菜籃 🧺
菜花	菜花 🥦 菜花 🥦
菜青虫	菜青虫 🐛️
菠萝	菠萝 🍍 菠萝 🍍
華夫	華夫 🧇
華夫餅	華夫餅 🧇
菱形	菱形 🔶 🔷 菱形 🔶️ 🔷️ 菱形 ◇ ◆ ❖ ◊ ◈ 🔶 🔷 🔸 🔹 💠
菲律宾	菲律宾 🇵🇭 菲律宾 🇵🇭
菲律宾共和国	菲律宾共和国 🇵🇭
菲律賓	菲律賓 🇵🇭
菲林	菲林 🎞
菲比	菲比 Phoebe
菸	菸 🚬️
萊索托	萊索托 🇱🇸
萌	萌 💠️ 😊️
萝卜	萝卜 🫜
萝琳花恋	萝琳花恋 ローレン花恋
营	营 🈺 营 🈺
营业	营业 🈺
营地	营地 🏕
萨克岛	萨克岛 🇨🇶
萨克斯	萨克斯 🎷 萨克斯 🎷
萨克斯管	萨克斯管 🎷
萨克斯风	萨克斯风 🎷
萨尔瓦多	萨尔瓦多 🇸🇻
萨尔瓦多共和国	萨尔瓦多共和国 🇸🇻
萨摩亚	萨摩亚 🇼🇸 萨摩亚 🇼🇸
萨摩亚独立国	萨摩亚独立国 🇼🇸
落叶	落叶 🍂 落叶 🍂
落叶树	落叶树 🌳
落日	落日 🌇
落花生	落花生 🥜
落葉	落葉 🍂️ 🍃️
落雪	落雪 🌨️
葉	葉 🍃 🍂 🍁 🌱 🌿 🥬
葉門	葉門 🇾🇪
葛摩	葛摩 🇰🇲
葡国	葡国 🇵🇹
葡币	葡币 MOP$
葡萄	葡萄 🍇 葡萄 🍇️ 葡萄 🍇
葡萄牙	葡萄牙 🇵🇹 葡萄牙 🇵🇹 葡萄牙 🇵🇹
葡萄牙共和国	葡萄牙共和国 🇵🇹
葡萄糖	葡萄糖 C₆H₁₂O₆
葡萄酒	葡萄酒 🍷 葡萄酒 🍷️ 葡萄酒 🍷
葡萄酒杯	葡萄酒杯 🍷️
葬礼	葬礼 💮️
葱头	葱头 🧅
葵伊吹	葵伊吹 葵いぶき 翼葵 翼あおい
葵司	葵司 葵つかさ
葵花	葵花 🌻
蒂亚	蒂亚 蒂亞 ティア
蒙住眼睛	蒙住眼睛 🙈
蒙古	蒙古 🇲🇳 蒙古 🇲🇳 蒙古 🇲🇳
蒙古包	蒙古包 🛖
蒙古国	蒙古国 🇲🇳 蒙古国 🇲🇳
蒙哲臘	蒙哲臘 🇲🇸
蒙特內哥羅	蒙特內哥羅 🇲🇪
蒙特塞拉特	蒙特塞拉特 🇲🇸 蒙特塞拉特 🇲🇸
蒙眼	蒙眼 🙈
蒙眼睛	蒙眼睛 🙈
蒜	蒜 🧄 蒜 🧄 蒜 🧄
蒜头	蒜头 🧄
蒜香	蒜香 🧄
蒲隆地	蒲隆地 🇧🇮
蒸房	蒸房 🧖‍♂️ 🧖‍♀️
蒸房里的人	蒸房里的人 🧖‍♂️ 🧖‍♀️
蒸房里的女人	蒸房里的女人 🧖‍♀️
蒸房里的男人	蒸房里的男人 🧖‍♂️
蒸桑拿	蒸桑拿 🧖‍♂️ 🧖‍♀️ 蒸桑拿 🧖🏻
蒸桑拿女	蒸桑拿女 🧖🏻‍♀️
蒸桑拿男	蒸桑拿男 🧖🏻‍♂️
蒸汽機车	蒸汽機车 🚂️
蒸汽火车	蒸汽火车 🚂
蒸汽船	蒸汽船 🚢️
蒸餾瓶	蒸餾瓶 ⚗️
蒸馏	蒸馏 ⚗
蒸馏器	蒸馏器 ⚗️
蒼蠅	蒼蠅 🪰
蓄电池	蓄电池 🔋
蓋亞那	蓋亞那 🇬🇾
蓋飯	蓋飯 🍛️ 🥘
蓝	蓝 🟦
蓝圓	蓝圓 🔵️
蓝心	蓝心 💙 🩵 蓝心 💙️
蓝眼睛	蓝眼睛 🧿
蓝矾	蓝矾 CuSO₄·₅H₂O
蓝色	蓝色 🔵 🟦 蓝色 🟦
蓝色书本	蓝色书本 📘
蓝色大菱形	蓝色大菱形 🔷
蓝色小菱形	蓝色小菱形 🔹 蓝色小菱形 🔹️
蓝色心	蓝色心 💙 🩵
蓝色的书	蓝色的书 📘
蓝色的心	蓝色的心 💙 🩵
蓝色菱形	蓝色菱形 🔷
蓝芽水月	蓝芽水月 蓝芽みずき
蓝莓	蓝莓 🫐 蓝莓 🫐 蓝莓 🫐
蓝菱	蓝菱 🔷️
蓝藻	蓝藻 🦠
蓮	蓮 🪷
蓮花	蓮花 🪷
蔓菁	蔓菁 🫜
蔗糖	蔗糖 C₁₂H₂₂O₁₁
蔬菜	蔬菜 🥬 蔬菜 🍅 🍆 🥒 🥕 🌶️ 🥦 🥗 🥬 🫒 🫑 🫘 🫛 蔬菜 🥬 🍅 🍆 🥒 🥕 🌶 🥦 🥗
蔬菜沙拉	蔬菜沙拉 🥗 蔬菜沙拉 🥗
蔬菜球	蔬菜球 🧆
蔬菜色拉	蔬菜色拉 🥗
蕃茄	蕃茄 🍅️
蕃茄醬	蕃茄醬 🥫
蕴涵	蕴涵 → ⇒
蕾	蕾 つぼみ
薄煎饼	薄煎饼 🥞
薄餅	薄餅 🍕️ 🥞 🫓
薑	薑 🫚
薔薇	薔薇 🌹️
薛定谔	薛定谔 埃尔温·薛定谔 Erwin Schrödinger
薩克斯	薩克斯 🎷️
薩克斯風	薩克斯風 🎷️
薩巴	薩巴 🇧🇶
薩摩亞	薩摩亞 🇼🇸
薩爾瓦多	薩爾瓦多 🇸🇻
薯仔	薯仔 🥔
薯条	薯条 🍟 薯条 🍟️ 薯条 🍟
藝人	藝人 🧑🏻‍🎨
藝人女	藝人女 👩🏻‍🎨
藝人男	藝人男 👨🏻‍🎨
藝術家	藝術家 🧑🏻‍🎨
藝術家女	藝術家女 👩🏻‍🎨
藝術家男	藝術家男 👨🏻‍🎨
藤井一夜	藤井一夜 藤井いよな
藤井爱纱	藤井爱纱 藤井あいさ
藤森里穗	藤森里穗 藤森里穂
藤浦惠	藤浦惠 藤浦めぐ
藤环奈	藤环奈 藤かんな
藥	藥 💊️
藥丸	藥丸 💊️
藻	藻 🦠
蘇丹	蘇丹 🇸🇩
蘇利南	蘇利南 🇸🇷
蘇格蘭	蘇格蘭 🏴󠁧󠁢󠁳󠁣󠁴󠁿
蘇虾	蘇虾 👶🏻️
蘇里南	蘇里南 🇸🇷
蘋果	蘋果 🍎️ 🍏️
蘑菇	蘑菇 🍄 蘑菇 🍄‍🟫 🍄️ 蘑菇 🍄 🍄‍🟫
虎	虎 🐯 虎 🐅️ 虎 🐯 🐅
虎头	虎头 🐯 虎头 🐯️
虎字头	虎字头 虍
虎年	虎年 🐯️
虎脸	虎脸 🐯
虚线脸	虚线脸 🫥
虚线轮廓	虚线轮廓 🫥
虛僞	虛僞 🥸
虛化	虛化 🫥
虫	虫 🐛 🪱 🐞 🪲 🪳 🦗 🦟 🐜 🪰 🐌 🐝 虫 🐛 🪱
虫子	虫子 🐛 虫子 🐛 🪱
虹	虹 🌈️
虺	虺 🐍️
虾	虾 🦐 虾 🦐 虾 🦐 🍤
虾捲	虾捲 🍤️
虾米	虾米 🍤️
虾蟆	虾蟆 🐸️
蚁	蚁 🐜️
蚂蚁	蚂蚁 🐜 蚂蚁 🐜️ 蚂蚁 🐜
蚂蚱	蚂蚱 🦗
蚊	蚊 🦟 蚊 🦟
蚊子	蚊子 🦟 蚊子 🦟 蚊子 🦟
蚊虻	蚊虻 🦟
蚊蝇	蚊蝇 🦟 🪰
蚝	蚝 🦪
蚝蛎	蚝蛎 🦪
蚯蚓	蚯蚓 🪱 蚯蚓 🪱
蚱蜢	蚱蜢 🦗 蚱蜢 🦗 蚱蜢 𓆧
蚵仔	蚵仔 🦪
蛇	蛇 🐍 蛇 🐍️ 蛇 🐍 𓆑 𓆓 𓆕 𓆗 𓆙 𓆚
蛇夫座	蛇夫座 ⛎ 蛇夫座 ⛎️
蛇头	蛇头 🐍️
蛇年	蛇年 🐍️
蛇杖	蛇杖 ⚕ 蛇杖 ⚕️
蛇蛇	蛇蛇 🐍
蛋	蛋 🥚 蛋 🥚 蛋 🥚 🐣
蛋奶凍	蛋奶凍 🍮️
蛋奶糕	蛋奶糕 🍮
蛋巢	蛋巢 🪺
蛋治	蛋治 🥪
蛋糕	蛋糕 🎂 🍰 蛋糕 🍰️ 蛋糕 🎂 🍰 🧁
蛋蛋	蛋蛋 🥚
蛋餅	蛋餅 🥞
蛋饼	蛋饼 🥞
蛐蛐	蛐蛐 🦗 蛐蛐 🦗
蛔	蛔 🪱
蛔虫	蛔虫 🪱
蛙	蛙 🐸️ 蛙 🐸 𓆏
蛛	蛛 🕷️
蛛網	蛛網 🕸️
蛛网	蛛网 🕸
蛤	蛤 🐸 蛤 🤓 🐸 𓆏 ⸜(⌓̈)⸝ Θ..Θ
蛤蛤	蛤蛤 🐸
蛤蟆	蛤蟆 🐸 蛤蟆 🐸️ 蛤蟆 🐸
蛸	蛸 🐙️
蛾眉月	蛾眉月 🌒 🌘
蜂	蜂 🐝️
蜂蜜	蜂蜜 🍯 蜂蜜 🍯️ 蜂蜜 🍯
蜇	蜇 🪼
蜈蚣	蜈蚣 𓆨
蜗牛	蜗牛 🐌 蜗牛 🐌
蜘蛛	蜘蛛 🕷 蜘蛛 🕷️ 蜘蛛 🕷
蜘蛛網	蜘蛛網 🕸️
蜘蛛网	蜘蛛网 🕸 蜘蛛网 🕸
蜙蝑	蜙蝑 🦗
蜜	蜜 🍯️
蜜橘	蜜橘 🍊
蜜獾	蜜獾 🦡
蜜瓜	蜜瓜 🍈 蜜瓜 🍈️
蜜罐	蜜罐 🍯
蜜蜂	蜜蜂 🐝 蜜蜂 🐝️ 蜜蜂 🐝 𓆤
蜡烛	蜡烛 🕯 蜡烛 🕯
蜡笔	蜡笔 🖍 蜡笔 🖍
蜥	蜥 🦎
蜥蜴	蜥蜴 🦎 蜥蜴 🦎 蜥蜴 🦎 🦕 𓆈
蝌蚪	蝌蚪 𓆐
蝎子	蝎子 🦂 蝎子 🦂 𓆫
蝙蝠	蝙蝠 🦇 蝙蝠 🦇 蝙蝠 🦇
蝠	蝠 🦇
蝴蝶	蝴蝶 🦋 蝴蝶 🦋 蝴蝶 🦋
蝴蝶結	蝴蝶結 🎀️
蝴蝶结	蝴蝶结 🎀 蝴蝶结 🎀
蝴蝶脆餅	蝴蝶脆餅 🥨
蝴蝶餅	蝴蝶餅 🥨
蝶	蝶 🦋
蝸	蝸 🐌️
蝸牛	蝸牛 🐌️
螃蟹	螃蟹 🦀 螃蟹 🦀️ 螃蟹 🦀
融化	融化 🫠 融化 🫠 融化 🫠
螺	螺 🐚️
螺丝	螺丝 🔩
螺丝刀	螺丝刀 🪛 螺丝刀 🪛
螺丝扳手	螺丝扳手 🔧
螺号	螺号 🐚️
螺旋槳飞機	螺旋槳飞機 🛩️
螺母与螺栓	螺母与螺栓 🔩
螺母及螺栓	螺母及螺栓 🔩
螺母和螺栓	螺母和螺栓 🔩
螺母螺栓	螺母螺栓 🔩
螺絲刀	螺絲刀 🪛
螽斯	螽斯 🦗
蟈蟈	蟈蟈 🦗
蟋蟀	蟋蟀 🦗 蟋蟀 🦗 蟋蟀 🦗
蟑螂	蟑螂 🪳 蟑螂 🪳 蟑螂 🪳
蟙䘃	蟙䘃 🦇
蟹	蟹 🦀 蟹 🦀️
蟹老板	蟹老板 🦀
蠅	蠅 🪰
蠍	蠍 🦂️
蠍子	蠍子 🦂️
蠔	蠔 🦪
蠕	蠕 🪱
蠕虫	蠕虫 🪱 蠕虫 🪱 蠕虫 🪱
蠟燭	蠟燭 🕯️
蠟筆	蠟筆 🖍️
蠢	蠢 🐷️ 蠢 🤪
蠢材	蠢材 🐷️
血	血 🩸 血 🩸 血 🩸
血型	血型 🅰️ 🆎 🅱️ 🅾️ 血型 🅰️ 🅱️ 🅾️ 🆎️ 血型 🅰️ 🅱️ 🆎 🅾️
血液	血液 🩸 血液 🩸
血滴	血滴 🩸 血滴 🩸
行	行 🆗️ 👌🏻️ 😎️ 🙂‍↕️ 行 🙆‍♂ 🙆 🙆‍♀ 👌 👍 🆗 🙆🏻‍♂️ 🙆🏼‍♂️ 🙆🏽‍♂️ 🙆🏾‍♂️ 🙆🏿‍♂️ 🙆🏻 🙆🏼 🙆🏽 🙆🏾 🙆🏿 🙆🏻‍♀️ 🙆🏼‍♀️ 🙆🏽‍♀️ 🙆🏾‍♀️ 🙆🏿‍♀️ 👌🏻 👌🏼 👌🏽 👌🏾 👌🏿 👍🏻 👍🏼 👍🏽 👍🏾 👍🏿
行人	行人 🚶🏻
行人女	行人女 🚶🏻‍♀️
行人止歩	行人止歩 🚷️
行人男	行人男 🚶🏻‍♂️
行啊	行啊 😉️
行尸走肉	行尸走肉 🧟‍♂️ 🧟‍♀️
行星	行星 🪐
行李	行李 🧳 行李 🛄️ 🧳 行李 🧳
行李寄存	行李寄存 🛅
行李寄存处	行李寄存处 🛅
行李箱	行李箱 🧳 行李箱 🧳
行李领取	行李领取 🛄
行李领取处	行李领取处 🛄
行走	行走 🚶‍♂️ 🚶‍♀️ 行走 🚶🏻 行走 🚶‍♀️ 🚶🏻‍♀️ 🚶🏼‍♀️ 🚶🏽‍♀️ 🚶🏾‍♀️ 🚶🏿‍♀️ 🚶 🚶🏻 🚶🏼 🚶🏽 🚶🏾 🚶🏿 🚶‍♂️ 🚶🏻‍♂️ 🚶🏼‍♂️ 🚶🏽‍♂️ 🚶🏾‍♂️ 🚶🏿‍♂️ 🚶‍♀️‍➡️ 🚶🏻‍♀️‍➡️ 🚶🏼‍♀️‍➡️ 🚶🏽‍♀️‍➡️ 🚶🏾‍♀️‍➡️ 🚶🏿‍♀️‍➡️ 🚶‍➡️ 🚶🏻‍➡️ 🚶🏼‍➡️ 🚶🏽‍➡️ 🚶🏾‍➡️ 🚶🏿‍➡️ 🚶‍♂️‍➡️ 🚶🏻‍♂️‍➡️ 🚶🏼‍♂️‍➡️ 🚶🏽‍♂️‍➡️ 🚶🏾‍♂️‍➡️ 🚶🏿‍♂️‍➡️
行走女	行走女 🚶🏻‍♀️
行走男	行走男 🚶🏻‍♂️
衝浪	衝浪 🏄🏻
衝浪女	衝浪女 🏄🏻‍♀️
衝浪男	衝浪男 🏄🏻‍♂️
衣字旁	衣字旁 衤
衣服	衣服 👔 衣服 🧥 👚 👕 👖 🩳 👔 👗 👘 🥻 🩲 👙 🩱 🥼
衣索比亞	衣索比亞 🇪🇹
衣补	衣补 衤
衣补儿	衣补儿 衤
补集	补集 ∁
表	表 ⌚ 表 🕛 🕧 🕐 🕜 🕑 🕝 🕒 🕞 🕓 🕟 🕔 🕠 🕕 🕡 🕖 🕢 🕗 🕣 🕘 🕤 🕙 🕥 🕚 🕦 📈 📉 📊
表扬	表扬 👍
表演艺术	表演艺术 🎭
衬衫	衬衫 👕
衬衫领带	衬衫领带 👔
袋棍球	袋棍球 🥍 袋棍球 🥍
袋鼠	袋鼠 🦘 袋鼠 🦘 袋鼠 🦘
袜子	袜子 🧦 袜子 🧦
被騙	被騙 💸️
裁判	裁判 🕴🏻️
裂开	裂开 [裂开]
装	装 🥸
装傻	装傻 🤪 (´◑д◐｀)
裇	裇 👕️ 👚️
裙	裙 👗️
裙子	裙子 👗 裙子 👗️ 裙子 👗 👚
裤	裤 👖
裤子	裤子 👖 裤子 👖
裹头	裹头 👳🏾
裹头女	裹头女 👳🏾‍♀️
裹头男	裹头男 👳🏾‍♂️
複选框	複选框 ☑️
複雜	複雜 🤔️
褲	褲 👖️
褲头	褲头 🩲
褲子	褲子 👖️
襪	襪 🧦
襪子	襪子 🧦
襯衣	襯衣 👔️
襯衫	襯衫 👔️
西	西 🀂
西元明沙	西元明沙 西元めいさ
西塔	西塔 theta θ Θ
西字头	西字头 覀
西宫好美	西宫好美 西宮このみ
西宫梦	西宫梦 西宮ゆめ
西撒哈拉	西撒哈拉 🇪🇭
西服	西服 🤵‍♂️ 西服 🤵🏻
西服女	西服女 🤵🏻‍♀️
西服男	西服男 🤵🏻‍♂️
西条琉璃	西条琉璃 西条るり
西格马	西格马 sigma σ/ς Σ
西班牙	西班牙 🇪🇸 西班牙 🇪🇸 西班牙 🇪🇸
西班牙王国	西班牙王国 🇪🇸
西瓜	西瓜 🍉 西瓜 🍉️ 西瓜 🍉
西红柿	西红柿 🍅 西红柿 🍅️ 西红柿 🍅
西蓝花	西蓝花 🥦
西装	西装 🤵‍♂️ 西装 🤵🏻
西装女	西装女 🤵🏻‍♀️
西装男	西装男 🤵🏻‍♂️
西部	西部 🏜️
西部牛仔	西部牛仔 🤠
西野星夏	西野星夏 西野セイナ
西餐	西餐 🍕 🥓 🧀 🥖 🥐 🍝 🌯 🌮 🥙 🍟 🍔 🌭 🥞 🥪 🥯 🧇 🫕
要哭了	要哭了 🥹 要哭了 😩️
要得	要得 👌🏻️
親	親 😘️
親一个	親一个 😙️ 😽️
親吻	親吻 💏
親嘴	親嘴 💏 😙️ 😽️
親愛	親愛 😚️
親親	親親 💋️ 😘️ 😚️ 😽️
觀赏鱼	觀赏鱼 🐠️
见钱眼开	见钱眼开 🤑 见钱眼开 🤑
见面	见面 ＼（＾∀＾）メ（＾∀＾）ノ
见鬼	见鬼 😨️
观察	观察 👀 观察 🧐
观月	观月 🎑
视频游戏手柄	视频游戏手柄 🎮
角	角 ∠ 角 ∠
解	解 🈖
解鎖	解鎖 🔓️
解锁	解锁 🔓 🔐
觸電	觸電 ⚡️
言和	言和 🤝🏻
言字旁	言字旁 讠 訁
言部	言部 讠 訁
計时	計时 ⏳️
計时器	計时器 ⏲️
計程车	計程车 🚕️
計算機	計算機 🖥️
討厭	討厭 😣️ 😩️ 🥴
託运	託运 🛄️
許可证	許可证 🎟️
註冊商標	註冊商標 ®️
詐騙	詐騙 💸️
試劑	試劑 🧪
試管	試管 🧪
詭計	詭計 🌚️ 😏️
話筒	話筒 🎙️ 🎤️
認不得	認不得 😲️ 🤷🏻
認不得女	認不得女 🤷🏻‍♀️
認不得男	認不得男 🤷🏻‍♂️
認真	認真 🧐
誒	誒 🤨
誕生	誕生 🐣️
誘餌	誘餌 🪤
誤	誤 ✖️
課堂	課堂 🧑🏻‍🏫
課堂女	課堂女 👩🏻‍🏫
